"GENE_ID"	"TISSUE_ID"	"REF_COUNT"	"ALT_COUNT"	"TOTAL_COUNT"	"NULL_RATIO"
"ENSG00000170485"	"MSCLSK"	69	91	160	0.51
"ENSG00000065457"	"MSCLSK"	45	34	79	0.51
"ENSG00000198498"	"MSCLSK"	433	379	812	0.51
"ENSG00000189091"	"MSCLSK"	28	20	48	0.51
"ENSG00000140379"	"MSCLSK"	35	16	51	0.51
"ENSG00000144029"	"MSCLSK"	16	4	20	0.51
"ENSG00000213977"	"MSCLSK"	101	87	188	0.51
"ENSG00000035681"	"MSCLSK"	5	6	11	0.51
"ENSG00000121644"	"MSCLSK"	12	19	31	0.51
"ENSG00000125257"	"MSCLSK"	40	46	86	0.51
"ENSG00000128283"	"MSCLSK"	5	5	10	0.51
"ENSG00000103549"	"MSCLSK"	7	3	10	0.51
"ENSG00000134248"	"MSCLSK"	21	16	37	0.51
"ENSG00000122034"	"MSCLSK"	29	27	56	0.51
"ENSG00000102595"	"MSCLSK"	39	33	72	0.51
"ENSG00000136813"	"MSCLSK"	24	19	43	0.51
"ENSG00000144524"	"MSCLSK"	7	11	18	0.51
"ENSG00000136003"	"MSCLSK"	207	193	400	0.51
"ENSG00000159166"	"MSCLSK"	33	28	61	0.51
"ENSG00000131778"	"MSCLSK"	6	5	11	0.51
"ENSG00000183597"	"MSCLSK"	4	9	13	0.51
"ENSG00000158545"	"MSCLSK"	5	3	8	0.51
"ENSG00000258289"	"MSCLSK"	6	6	12	0.51
"ENSG00000196588"	"MSCLSK"	26	14	40	0.51
"ENSG00000128641"	"MSCLSK"	41	51	92	0.51
"ENSG00000100324"	"MSCLSK"	7	9	16	0.51
"ENSG00000187866"	"MSCLSK"	30	31	61	0.51
"ENSG00000064313"	"MSCLSK"	138	190	328	0.51
"ENSG00000035115"	"MSCLSK"	100	79	179	0.51
"ENSG00000205220"	"MSCLSK"	9	6	15	0.51
"ENSG00000100425"	"MSCLSK"	58	39	97	0.51
"ENSG00000123684"	"MSCLSK"	18	16	34	0.51
"ENSG00000106077"	"MSCLSK"	3	5	8	0.51
"ENSG00000187134"	"MSCLSK"	7	11	18	0.51
"ENSG00000168906"	"MSCLSK"	8	5	13	0.51
"ENSG00000167703"	"MSCLSK"	61	50	111	0.51
"ENSG00000169692"	"MSCLSK"	3	6	9	0.51
"ENSG00000186340"	"MSCLSK"	20	20	40	0.51
"ENSG00000197608"	"MSCLSK"	6	3	9	0.51
"ENSG00000104689"	"MSCLSK"	22	17	39	0.51
"ENSG00000111786"	"MSCLSK"	14	21	35	0.51
"ENSG00000163281"	"MSCLSK"	149	130	279	0.51
"ENSG00000145194"	"MSCLSK"	10	6	16	0.51
"ENSG00000141084"	"MSCLSK"	5	4	9	0.51
"ENSG00000119139"	"MSCLSK"	6	4	10	0.51
"ENSG00000100997"	"MSCLSK"	11	10	21	0.51
"ENSG00000138175"	"MSCLSK"	34	28	62	0.51
"ENSG00000163378"	"MSCLSK"	9	7	16	0.51
"ENSG00000140470"	"MSCLSK"	12	16	28	0.51
"ENSG00000117151"	"MSCLSK"	93	106	199	0.51
"ENSG00000101161"	"MSCLSK"	46	34	80	0.51
"ENSG00000155097"	"MSCLSK"	12	25	37	0.51
"ENSG00000197965"	"MSCLSK"	35	47	82	0.51
"ENSG00000122786"	"MSCLSK"	7	4	11	0.51
"ENSG00000139832"	"MSCLSK"	15	13	28	0.51
"ENSG00000154743"	"MSCLSK"	34	27	61	0.51
"ENSG00000127884"	"MSCLSK"	33	19	52	0.51
"ENSG00000225670"	"MSCLSK"	5	5	10	0.51
"ENSG00000175390"	"MSCLSK"	168	154	322	0.51
"ENSG00000100241"	"MSCLSK"	730	642	1372	0.51
"ENSG00000198502"	"MSCLSK"	6	8	14	0.51
"ENSG00000106683"	"MSCLSK"	606	313	919	0.51
"ENSG00000165233"	"MSCLSK"	12	11	23	0.51
"ENSG00000173273"	"MSCLSK"	3	6	9	0.51
"ENSG00000181192"	"MSCLSK"	46	31	77	0.51
"ENSG00000166582"	"MSCLSK"	11	11	22	0.51
"ENSG00000136383"	"MSCLSK"	276	310	586	0.51
"ENSG00000127054"	"MSCLSK"	10	12	22	0.51
"ENSG00000091009"	"MSCLSK"	6	15	21	0.51
"ENSG00000125885"	"MSCLSK"	17	12	29	0.51
"ENSG00000119599"	"MSCLSK"	2	6	8	0.51
"ENSG00000150893"	"MSCLSK"	3	7	10	0.51
"ENSG00000111906"	"MSCLSK"	8	12	20	0.51
"ENSG00000146094"	"MSCLSK"	5	3	8	0.51
"ENSG00000174106"	"MSCLSK"	16	16	32	0.51
"ENSG00000167476"	"MSCLSK"	42	55	97	0.51
"ENSG00000164329"	"MSCLSK"	5	9	14	0.51
"ENSG00000188677"	"MSCLSK"	13	6	19	0.51
"ENSG00000177674"	"MSCLSK"	64	70	134	0.51
"ENSG00000008441"	"MSCLSK"	48	29	77	0.51
"ENSG00000259207"	"MSCLSK"	24	19	43	0.51
"ENSG00000198169"	"MSCLSK"	10	12	22	0.51
"ENSG00000068028"	"MSCLSK"	41	64	105	0.51
"ENSG00000148175"	"MSCLSK"	7	7	14	0.51
"ENSG00000132740"	"MSCLSK"	26	35	61	0.51
"ENSG00000178028"	"MSCLSK"	18	5	23	0.51
"ENSG00000063322"	"MSCLSK"	26	15	41	0.51
"ENSG00000072121"	"MSCLSK"	5	4	9	0.51
"ENSG00000137413"	"MSCLSK"	9	9	18	0.51
"ENSG00000072818"	"MSCLSK"	34	43	77	0.51
"ENSG00000137962"	"MSCLSK"	18	10	28	0.51
"ENSG00000138617"	"MSCLSK"	19	14	33	0.51
"ENSG00000168395"	"MSCLSK"	32	34	66	0.51
"ENSG00000101421"	"MSCLSK"	29	28	57	0.51
"ENSG00000110080"	"MSCLSK"	42	57	99	0.51
"ENSG00000119771"	"MSCLSK"	2	8	10	0.51
"ENSG00000078747"	"MSCLSK"	18	15	33	0.51
"ENSG00000159842"	"MSCLSK"	8	8	16	0.51
"ENSG00000140479"	"MSCLSK"	41	43	84	0.51
"ENSG00000117115"	"MSCLSK"	8	8	16	0.51
"ENSG00000143190"	"MSCLSK"	5	11	16	0.51
"ENSG00000161920"	"MSCLSK"	21	26	47	0.51
"ENSG00000162714"	"MSCLSK"	46	52	98	0.51
"ENSG00000127666"	"MSCLSK"	165	153	318	0.51
"ENSG00000006453"	"MSCLSK"	15	6	21	0.51
"ENSG00000166002"	"MSCLSK"	16	15	31	0.51
"ENSG00000141458"	"MSCLSK"	25	21	46	0.51
"ENSG00000074201"	"MSCLSK"	15	6	21	0.51
"ENSG00000158019"	"MSCLSK"	0	8	8	0.51
"ENSG00000166341"	"MSCLSK"	43	52	95	0.51
"ENSG00000103042"	"MSCLSK"	20	22	42	0.51
"ENSG00000104728"	"MSCLSK"	38	38	76	0.51
"ENSG00000235387"	"MSCLSK"	15	16	31	0.51
"ENSG00000136811"	"MSCLSK"	100	83	183	0.51
"ENSG00000123096"	"MSCLSK"	6	4	10	0.51
"ENSG00000111412"	"MSCLSK"	6	3	9	0.51
"ENSG00000182446"	"MSCLSK"	4	6	10	0.51
"ENSG00000136738"	"MSCLSK"	6	7	13	0.51
"ENSG00000197548"	"MSCLSK"	27	12	39	0.51
"ENSG00000273142"	"MSCLSK"	12	16	28	0.51
"ENSG00000005156"	"MSCLSK"	8	15	23	0.51
"ENSG00000183077"	"MSCLSK"	3	5	8	0.51
"ENSG00000176087"	"MSCLSK"	7	2	9	0.51
"ENSG00000100330"	"MSCLSK"	8	6	14	0.51
"ENSG00000124532"	"MSCLSK"	57	82	139	0.51
"ENSG00000162434"	"MSCLSK"	5	7	12	0.51
"ENSG00000182810"	"MSCLSK"	36	16	52	0.51
"ENSG00000197150"	"MSCLSK"	7	7	14	0.51
"ENSG00000064932"	"MSCLSK"	10	9	19	0.51
"ENSG00000263072"	"MSCLSK"	28	18	46	0.51
"ENSG00000184939"	"MSCLSK"	7	8	15	0.51
"ENSG00000157353"	"MSCLSK"	11	10	21	0.51
"ENSG00000069275"	"MSCLSK"	10	8	18	0.51
"ENSG00000214063"	"MSCLSK"	105	96	201	0.51
"ENSG00000077348"	"MSCLSK"	9	6	15	0.51
"ENSG00000146109"	"MSCLSK"	8	5	13	0.51
"ENSG00000100325"	"MSCLSK"	42	29	71	0.51
"ENSG00000188785"	"MSCLSK"	334	267	601	0.51
"ENSG00000179115"	"MSCLSK"	140	154	294	0.51
"ENSG00000141425"	"MSCLSK"	44	50	94	0.51
"ENSG00000104290"	"MSCLSK"	12	6	18	0.51
"ENSG00000197147"	"MSCLSK"	9	3	12	0.51
"ENSG00000132155"	"MSCLSK"	7	9	16	0.51
"ENSG00000105705"	"MSCLSK"	16	9	25	0.51
"ENSG00000092201"	"MSCLSK"	19	5	24	0.51
"ENSG00000115275"	"MSCLSK"	200	174	374	0.51
"ENSG00000173546"	"MSCLSK"	112	113	225	0.51
"ENSG00000232973"	"MSCLSK"	15	5	20	0.51
"ENSG00000161204"	"MSCLSK"	52	56	108	0.51
"ENSG00000112183"	"MSCLSK"	8	9	17	0.51
"ENSG00000235194"	"MSCLSK"	41	37	78	0.51
"ENSG00000177595"	"MSCLSK"	2	8	10	0.51
"ENSG00000214941"	"MSCLSK"	100	87	187	0.51
"ENSG00000144233"	"MSCLSK"	10	13	23	0.51
"ENSG00000148090"	"MSCLSK"	39	44	83	0.51
"ENSG00000122378"	"MSCLSK"	23	13	36	0.51
"ENSG00000131435"	"MSCLSK"	27	33	60	0.51
"ENSG00000180891"	"MSCLSK"	54	52	106	0.51
"ENSG00000156110"	"MSCLSK"	10	8	18	0.51
"ENSG00000241399"	"MSCLSK"	55	42	97	0.51
"ENSG00000100124"	"MSCLSK"	50	40	90	0.51
"ENSG00000089351"	"MSCLSK"	58	45	103	0.51
"ENSG00000117523"	"MSCLSK"	3	6	9	0.51
"ENSG00000174080"	"MSCLSK"	14	13	27	0.51
"ENSG00000108465"	"MSCLSK"	11	19	30	0.51
"ENSG00000148057"	"MSCLSK"	53	49	102	0.51
"ENSG00000104320"	"MSCLSK"	47	50	97	0.51
"ENSG00000168610"	"MSCLSK"	10	11	21	0.51
"ENSG00000186001"	"MSCLSK"	7	5	12	0.51
"ENSG00000081248"	"MSCLSK"	4	4	8	0.51
"ENSG00000147324"	"MSCLSK"	22	46	68	0.51
"ENSG00000156049"	"MSCLSK"	26	26	52	0.51
"ENSG00000243708"	"MSCLSK"	239	246	485	0.51
"ENSG00000168214"	"MSCLSK"	14	17	31	0.51
"ENSG00000164125"	"MSCLSK"	4	5	9	0.51
"ENSG00000124299"	"MSCLSK"	38	73	111	0.51
"ENSG00000103066"	"MSCLSK"	4	13	17	0.51
"ENSG00000005700"	"MSCLSK"	4	4	8	0.51
"ENSG00000125877"	"MSCLSK"	2	6	8	0.51
"ENSG00000196396"	"MSCLSK"	52	67	119	0.51
"ENSG00000132780"	"MSCLSK"	37	41	78	0.51
"ENSG00000187513"	"MSCLSK"	10	9	19	0.51
"ENSG00000081665"	"MSCLSK"	59	35	94	0.51
"ENSG00000126246"	"MSCLSK"	9	2	11	0.51
"ENSG00000146083"	"MSCLSK"	7	2	9	0.51
"ENSG00000139835"	"MSCLSK"	2	6	8	0.51
"ENSG00000162378"	"MSCLSK"	5	10	15	0.51
"ENSG00000124198"	"MSCLSK"	62	48	110	0.51
"ENSG00000198198"	"MSCLSK"	34	26	60	0.51
"ENSG00000110046"	"MSCLSK"	9	2	11	0.51
"ENSG00000166402"	"MSCLSK"	36	26	62	0.51
"ENSG00000130164"	"MSCLSK"	6	10	16	0.51
"ENSG00000124491"	"MSCLSK"	5	3	8	0.51
"ENSG00000132670"	"MSCLSK"	14	13	27	0.51
"ENSG00000204514"	"MSCLSK"	49	46	95	0.51
"ENSG00000080824"	"MSCLSK"	37	42	79	0.51
"ENSG00000186815"	"MSCLSK"	18	33	51	0.51
"ENSG00000089006"	"MSCLSK"	364	483	847	0.51
"ENSG00000154358"	"MSCLSK"	23	25	48	0.51
"ENSG00000114030"	"MSCLSK"	23	11	34	0.51
"ENSG00000107438"	"MSCLSK"	11	2	13	0.51
"ENSG00000139132"	"MSCLSK"	5	5	10	0.51
"ENSG00000185989"	"MSCLSK"	6	7	13	0.51
"ENSG00000145414"	"MSCLSK"	4	6	10	0.51
"ENSG00000106565"	"MSCLSK"	4	4	8	0.51
"ENSG00000048392"	"MSCLSK"	23	60	83	0.51
"ENSG00000090273"	"MSCLSK"	24	11	35	0.51
"ENSG00000004975"	"MSCLSK"	34	17	51	0.51
"ENSG00000153956"	"MSCLSK"	32	27	59	0.51
"ENSG00000116991"	"MSCLSK"	67	63	130	0.51
"ENSG00000175166"	"MSCLSK"	25	23	48	0.51
"ENSG00000185650"	"MSCLSK"	3	7	10	0.51
"ENSG00000135063"	"MSCLSK"	1	8	9	0.51
"ENSG00000197375"	"MSCLSK"	57	62	119	0.51
"ENSG00000173480"	"MSCLSK"	179	133	312	0.51
"ENSG00000078142"	"MSCLSK"	7	3	10	0.51
"ENSG00000111215"	"MSCLSK"	98	89	187	0.51
"ENSG00000105447"	"MSCLSK"	36	28	64	0.51
"ENSG00000160551"	"MSCLSK"	16	28	44	0.51
"ENSG00000158864"	"MSCLSK"	11	3	14	0.51
"ENSG00000130508"	"MSCLSK"	11	12	23	0.51
"ENSG00000129515"	"MSCLSK"	282	190	472	0.51
"ENSG00000176915"	"MSCLSK"	11	11	22	0.51
"ENSG00000108262"	"MSCLSK"	11	13	24	0.51
"ENSG00000173465"	"MSCLSK"	4	10	14	0.51
"ENSG00000004660"	"MSCLSK"	1	15	16	0.51
"ENSG00000188176"	"MSCLSK"	7	8	15	0.51
"ENSG00000130558"	"MSCLSK"	4	4	8	0.51
"ENSG00000099204"	"MSCLSK"	12	19	31	0.51
"ENSG00000011275"	"MSCLSK"	11	26	37	0.51
"ENSG00000117791"	"MSCLSK"	10	10	20	0.51
"ENSG00000021574"	"MSCLSK"	15	10	25	0.51
"ENSG00000081014"	"MSCLSK"	9	9	18	0.51
"ENSG00000196365"	"MSCLSK"	23	22	45	0.51
"ENSG00000136147"	"MSCLSK"	27	34	61	0.51
"ENSG00000135048"	"MSCLSK"	13	10	23	0.51
"ENSG00000184897"	"MSCLSK"	15	20	35	0.51
"ENSG00000234511"	"MSCLSK"	61	74	135	0.51
"ENSG00000003756"	"MSCLSK"	12	25	37	0.51
"ENSG00000197756"	"MSCLSK"	5	3	8	0.51
"ENSG00000270210"	"MSCLSK"	5	7	12	0.51
"ENSG00000134453"	"MSCLSK"	29	24	53	0.51
"ENSG00000145860"	"MSCLSK"	164	181	345	0.51
"ENSG00000150753"	"MSCLSK"	14	6	20	0.51
"ENSG00000187231"	"MSCLSK"	8	8	16	0.51
"ENSG00000100934"	"MSCLSK"	54	49	103	0.51
"ENSG00000215252"	"MSCLSK"	20	15	35	0.51
"ENSG00000118640"	"MSCLSK"	46	40	86	0.51
"ENSG00000130413"	"MSCLSK"	8	7	15	0.51
"ENSG00000175309"	"MSCLSK"	50	27	77	0.51
"ENSG00000117592"	"MSCLSK"	174	149	323	0.51
"ENSG00000164855"	"MSCLSK"	8	13	21	0.51
"ENSG00000111816"	"MSCLSK"	8	7	15	0.51
"ENSG00000110074"	"MSCLSK"	3	5	8	0.51
"ENSG00000198015"	"MSCLSK"	38	35	73	0.51
"ENSG00000145916"	"MSCLSK"	73	87	160	0.51
"ENSG00000160087"	"MSCLSK"	3	6	9	0.51
"ENSG00000090857"	"MSCLSK"	58	56	114	0.51
"ENSG00000105677"	"MSCLSK"	39	26	65	0.51
"ENSG00000159658"	"MSCLSK"	26	16	42	0.51
"ENSG00000151651"	"MSCLSK"	9	3	12	0.51
"ENSG00000174804"	"MSCLSK"	4	5	9	0.51
"ENSG00000178927"	"MSCLSK"	20	9	29	0.51
"ENSG00000131732"	"MSCLSK"	348	342	690	0.51
"ENSG00000134285"	"MSCLSK"	127	129	256	0.51
"ENSG00000144815"	"MSCLSK"	61	71	132	0.51
"ENSG00000185298"	"MSCLSK"	101	99	200	0.51
"ENSG00000152705"	"MSCLSK"	31	39	70	0.51
"ENSG00000102606"	"MSCLSK"	17	15	32	0.51
"ENSG00000161202"	"MSCLSK"	17	13	30	0.51
"ENSG00000186866"	"MSCLSK"	7	5	12	0.51
"ENSG00000122756"	"MSCLSK"	2	10	12	0.51
"ENSG00000112936"	"MSCLSK"	20	17	37	0.51
"ENSG00000161970"	"MSCLSK"	171	181	352	0.51
"ENSG00000246451"	"MSCLSK"	8	7	15	0.51
"ENSG00000152137"	"MSCLSK"	46	42	88	0.51
"ENSG00000162804"	"MSCLSK"	7	9	16	0.51
"ENSG00000197329"	"MSCLSK"	43	50	93	0.51
"ENSG00000130584"	"MSCLSK"	16	11	27	0.51
"ENSG00000116984"	"MSCLSK"	7	7	14	0.51
"ENSG00000198467"	"MSCLSK"	193	176	369	0.51
"ENSG00000185024"	"MSCLSK"	14	11	25	0.51
"ENSG00000136859"	"MSCLSK"	135	146	281	0.51
"ENSG00000076201"	"MSCLSK"	64	65	129	0.51
"ENSG00000170290"	"MSCLSK"	8	12	20	0.51
"ENSG00000111321"	"MSCLSK"	6	7	13	0.51
"ENSG00000111684"	"MSCLSK"	30	15	45	0.51
"ENSG00000115170"	"MSCLSK"	4	6	10	0.51
"ENSG00000204628"	"MSCLSK"	37	19	56	0.51
"ENSG00000122547"	"MSCLSK"	16	2	18	0.51
"ENSG00000054938"	"MSCLSK"	38	17	55	0.51
"ENSG00000135108"	"MSCLSK"	31	26	57	0.51
"ENSG00000132952"	"MSCLSK"	8	9	17	0.51
"ENSG00000112787"	"MSCLSK"	771	645	1416	0.51
"ENSG00000141086"	"MSCLSK"	13	24	37	0.51
"ENSG00000186642"	"MSCLSK"	24	8	32	0.51
"ENSG00000168297"	"MSCLSK"	7	1	8	0.51
"ENSG00000145016"	"MSCLSK"	8	13	21	0.51
"ENSG00000213160"	"MSCLSK"	27	17	44	0.51
"ENSG00000166452"	"MSCLSK"	5	8	13	0.51
"ENSG00000090905"	"MSCLSK"	27	27	54	0.51
"ENSG00000151150"	"MSCLSK"	7	2	9	0.51
"ENSG00000083454"	"MSCLSK"	23	42	65	0.51
"ENSG00000180011"	"MSCLSK"	67	71	138	0.51
"ENSG00000129946"	"MSCLSK"	17	21	38	0.51
"ENSG00000267002"	"MSCLSK"	16	10	26	0.51
"ENSG00000049656"	"MSCLSK"	122	90	212	0.51
"ENSG00000165512"	"MSCLSK"	12	4	16	0.51
"ENSG00000136875"	"MSCLSK"	23	21	44	0.51
"ENSG00000143933"	"MSCLSK"	200	217	417	0.51
"ENSG00000250899"	"MSCLSK"	277	260	537	0.51
"ENSG00000116198"	"MSCLSK"	94	82	176	0.51
"ENSG00000143793"	"MSCLSK"	4	9	13	0.51
"ENSG00000154262"	"MSCLSK"	6	10	16	0.51
"ENSG00000231889"	"MSCLSK"	388	386	774	0.51
"ENSG00000109971"	"MSCLSK"	9	11	20	0.51
"ENSG00000133835"	"MSCLSK"	14	17	31	0.51
"ENSG00000183260"	"MSCLSK"	43	58	101	0.51
"ENSG00000166025"	"MSCLSK"	52	30	82	0.51
"ENSG00000072736"	"MSCLSK"	78	79	157	0.51
"ENSG00000025708"	"MSCLSK"	15	25	40	0.51
"ENSG00000148730"	"MSCLSK"	39	23	62	0.51
"ENSG00000024048"	"MSCLSK"	10	7	17	0.51
"ENSG00000127980"	"MSCLSK"	13	13	26	0.51
"ENSG00000205560"	"MSCLSK"	102	99	201	0.51
"ENSG00000188783"	"MSCLSK"	56	58	114	0.51
"ENSG00000112294"	"MSCLSK"	11	4	15	0.51
"ENSG00000071189"	"MSCLSK"	56	58	114	0.51
"ENSG00000122912"	"MSCLSK"	9	5	14	0.51
"ENSG00000112110"	"MSCLSK"	50	27	77	0.51
"ENSG00000164077"	"MSCLSK"	3	8	11	0.51
"ENSG00000126561"	"MSCLSK"	7	6	13	0.51
"ENSG00000120889"	"MSCLSK"	16	15	31	0.51
"ENSG00000115091"	"MSCLSK"	67	70	137	0.51
"ENSG00000172201"	"MSCLSK"	7	2	9	0.51
"ENSG00000007392"	"MSCLSK"	7	9	16	0.51
"ENSG00000118804"	"MSCLSK"	13	6	19	0.51
"ENSG00000023909"	"MSCLSK"	18	18	36	0.51
"ENSG00000124772"	"MSCLSK"	94	280	374	0.51
"ENSG00000056050"	"MSCLSK"	11	7	18	0.51
"ENSG00000104765"	"MSCLSK"	18	32	50	0.51
"ENSG00000090674"	"MSCLSK"	131	114	245	0.51
"ENSG00000107929"	"MSCLSK"	17	16	33	0.51
"ENSG00000174405"	"MSCLSK"	6	6	12	0.51
"ENSG00000166925"	"MSCLSK"	14	7	21	0.51
"ENSG00000105223"	"MSCLSK"	12	13	25	0.51
"ENSG00000112062"	"MSCLSK"	15	13	28	0.51
"ENSG00000187189"	"MSCLSK"	25	11	36	0.51
"ENSG00000008128"	"MSCLSK"	27	25	52	0.51
"ENSG00000196961"	"MSCLSK"	84	91	175	0.51
"ENSG00000167522"	"MSCLSK"	42	28	70	0.51
"ENSG00000161956"	"MSCLSK"	91	99	190	0.51
"ENSG00000234171"	"MSCLSK"	6	3	9	0.51
"ENSG00000196218"	"MSCLSK"	66	78	144	0.51
"ENSG00000157637"	"MSCLSK"	43	57	100	0.51
"ENSG00000235027"	"MSCLSK"	37	57	94	0.51
"ENSG00000139514"	"MSCLSK"	11	6	17	0.51
"ENSG00000127995"	"MSCLSK"	1	10	11	0.51
"ENSG00000142676"	"MSCLSK"	89	71	160	0.51
"ENSG00000184787"	"MSCLSK"	27	23	50	0.51
"ENSG00000198912"	"MSCLSK"	5	4	9	0.51
"ENSG00000101152"	"MSCLSK"	3	12	15	0.51
"ENSG00000002549"	"MSCLSK"	29	16	45	0.51
"ENSG00000038219"	"MSCLSK"	19	17	36	0.51
"ENSG00000143815"	"MSCLSK"	6	4	10	0.51
"ENSG00000142039"	"MSCLSK"	22	18	40	0.51
"ENSG00000177363"	"MSCLSK"	29	18	47	0.51
"ENSG00000124831"	"MSCLSK"	57	48	105	0.51
"ENSG00000084073"	"MSCLSK"	73	67	140	0.51
"ENSG00000060688"	"MSCLSK"	216	214	430	0.51
"ENSG00000123607"	"MSCLSK"	277	342	619	0.51
"ENSG00000155827"	"MSCLSK"	1537	1354	2891	0.51
"ENSG00000177600"	"MSCLSK"	6	9	15	0.51
"ENSG00000163884"	"MSCLSK"	2	6	8	0.51
"ENSG00000129204"	"MSCLSK"	106	94	200	0.51
"ENSG00000132793"	"MSCLSK"	28	24	52	0.51
"ENSG00000044574"	"MSCLSK"	14	3	17	0.51
"ENSG00000180834"	"MSCLSK"	4	6	10	0.51
"ENSG00000111676"	"MSCLSK"	7	12	19	0.51
"ENSG00000178764"	"MSCLSK"	126	120	246	0.51
"ENSG00000100239"	"MSCLSK"	47	25	72	0.51
"ENSG00000151806"	"MSCLSK"	8	3	11	0.51
"ENSG00000114423"	"MSCLSK"	48	47	95	0.51
"ENSG00000143641"	"MSCLSK"	7	9	16	0.51
"ENSG00000107331"	"MSCLSK"	89	14	103	0.51
"ENSG00000116748"	"MSCLSK"	159	150	309	0.51
"ENSG00000134779"	"MSCLSK"	25	19	44	0.51
"ENSG00000163959"	"MSCLSK"	3	8	11	0.51
"ENSG00000138398"	"MSCLSK"	14	13	27	0.51
"ENSG00000104852"	"MSCLSK"	16	17	33	0.51
"ENSG00000169087"	"MSCLSK"	11	12	23	0.51
"ENSG00000172037"	"MSCLSK"	10	6	16	0.51
"ENSG00000174718"	"MSCLSK"	5	4	9	0.51
"ENSG00000093167"	"MSCLSK"	11	32	43	0.51
"ENSG00000164118"	"MSCLSK"	21	11	32	0.51
"ENSG00000154734"	"MSCLSK"	71	66	137	0.51
"ENSG00000128699"	"MSCLSK"	55	46	101	0.51
"ENSG00000113552"	"MSCLSK"	5	11	16	0.51
"ENSG00000172273"	"MSCLSK"	22	9	31	0.51
"ENSG00000113441"	"MSCLSK"	14	3	17	0.51
"ENSG00000121210"	"MSCLSK"	98	119	217	0.51
"ENSG00000196091"	"MSCLSK"	18	21	39	0.51
"ENSG00000164776"	"MSCLSK"	8	16	24	0.51
"ENSG00000152234"	"MSCLSK"	9	3	12	0.51
"ENSG00000001036"	"MSCLSK"	57	87	144	0.51
"ENSG00000116786"	"MSCLSK"	17	23	40	0.51
"ENSG00000156030"	"MSCLSK"	6	4	10	0.51
"ENSG00000136444"	"MSCLSK"	3	5	8	0.51
"ENSG00000127586"	"MSCLSK"	10	5	15	0.51
"ENSG00000134440"	"MSCLSK"	18	26	44	0.51
"ENSG00000136271"	"MSCLSK"	11	6	17	0.51
"ENSG00000136861"	"MSCLSK"	3	8	11	0.51
"ENSG00000175575"	"MSCLSK"	15	24	39	0.51
"ENSG00000108823"	"MSCLSK"	9	7	16	0.51
"ENSG00000139651"	"MSCLSK"	8	4	12	0.51
"ENSG00000175699"	"MSCLSK"	7	4	11	0.51
"ENSG00000005486"	"MSCLSK"	436	589	1025	0.51
"ENSG00000104368"	"MSCLSK"	157	174	331	0.51
"ENSG00000085733"	"MSCLSK"	34	28	62	0.51
"ENSG00000104879"	"MSCLSK"	9	15	24	0.51
"ENSG00000139116"	"MSCLSK"	15	24	39	0.51
"ENSG00000140650"	"MSCLSK"	123	134	257	0.51
"ENSG00000003987"	"MSCLSK"	5	3	8	0.51
"ENSG00000117461"	"MSCLSK"	33	39	72	0.51
"ENSG00000100201"	"MSCLSK"	54	111	165	0.51
"ENSG00000006744"	"MSCLSK"	22	28	50	0.51
"ENSG00000155254"	"MSCLSK"	16	24	40	0.51
"ENSG00000184465"	"MSCLSK"	23	12	35	0.51
"ENSG00000141574"	"MSCLSK"	59	44	103	0.51
"ENSG00000174840"	"MSCLSK"	5	9	14	0.51
"ENSG00000115414"	"MSCLSK"	3	11	14	0.51
"ENSG00000175265"	"MSCLSK"	31	45	76	0.51
"ENSG00000164209"	"MSCLSK"	29	24	53	0.51
"ENSG00000197429"	"MSCLSK"	3	7	10	0.51
"ENSG00000159210"	"MSCLSK"	11	3	14	0.51
"ENSG00000186908"	"MSCLSK"	23	19	42	0.51
"ENSG00000170955"	"MSCLSK"	98	70	168	0.51
"ENSG00000176909"	"MSCLSK"	24	16	40	0.51
"ENSG00000138172"	"MSCLSK"	40	40	80	0.51
"ENSG00000118194"	"MSCLSK"	18	18	36	0.51
"ENSG00000172766"	"MSCLSK"	22	14	36	0.51
"ENSG00000158169"	"MSCLSK"	23	30	53	0.51
"ENSG00000079819"	"MSCLSK"	55	57	112	0.51
"ENSG00000083799"	"MSCLSK"	50	51	101	0.51
"ENSG00000110367"	"MSCLSK"	16	23	39	0.51
"ENSG00000153885"	"MSCLSK"	28	43	71	0.51
"ENSG00000167775"	"MSCLSK"	51	56	107	0.51
"ENSG00000171016"	"MSCLSK"	4	4	8	0.51
"ENSG00000005206"	"MSCLSK"	9	13	22	0.51
"ENSG00000116171"	"MSCLSK"	31	39	70	0.51
"ENSG00000120265"	"MSCLSK"	40	29	69	0.51
"ENSG00000100307"	"MSCLSK"	13	22	35	0.51
"ENSG00000129219"	"MSCLSK"	12	13	25	0.51
"ENSG00000157557"	"MSCLSK"	8	4	12	0.51
"ENSG00000180263"	"MSCLSK"	117	128	245	0.51
"ENSG00000100226"	"MSCLSK"	24	29	53	0.51
"ENSG00000156642"	"MSCLSK"	5	5	10	0.51
"ENSG00000163939"	"MSCLSK"	102	110	212	0.51
"ENSG00000130311"	"MSCLSK"	7	9	16	0.51
"ENSG00000145734"	"MSCLSK"	236	164	400	0.51
"ENSG00000078399"	"MSCLSK"	19	34	53	0.51
"ENSG00000119242"	"MSCLSK"	1555	1501	3056	0.51
"ENSG00000205683"	"MSCLSK"	9	13	22	0.51
"ENSG00000001629"	"MSCLSK"	4	4	8	0.51
