"eh1" "eh2" "p.val" "adj.pval"
603 312 0.113138285820006 0.890852644252013
581 545 0.586331928542005 1
786 1026 0.00019484370152344 0.00681805691868704
246 210 0.362460726799999 1
636 581 0.647138663952374 1
180 220 0.663318548247366 1
760 839 0.801074179151737 1
639 585 0.677711193631862 1
291 261 0.811023419647725 1
741 499 0.171874424825579 1
591 739 0.569988802803057 1
198 134 0.00248820592709599 0.0507797127978773
2065 1803 0.516775270814579 1
478 457 0.80990695569959 1
646 507 0.43374833836131 1
1044 1228 0.678793354659 1
651 622 0.87271824154782 1
239 321 0.194966472102271 1
1095 1092 0.975621793670251 1
403 376 0.355051249512762 1
927 1185 0.606736678768541 1
261 181 0.417494230231666 1
248 325 0.436869513601883 1
620 516 0.395936917656204 1
331 541 0.287940766694599 1
227 256 0.767111760780723 1
108 185 0.0766995246371185 0.730471663210652
315 364 0.287612705624507 1
180 239 0.137458011492338 0.956734198526683
492 593 0.663439880258396 1
366 341 0.853236305611189 1
253 196 0.0275580041779287 0.367440055705716
167 197 0.278572357271361 1
870 907 0.766175364551125 1
773 708 0.714122514728103 1
579 600 0.775814036623709 1
383 351 0.826252499694792 1
377 398 0.908239391861646 1
791 1392 1.64816002265714e-25 5.49386674219046e-23
1339 1219 0.267322914118087 1
788 726 0.863035114006083 1
916 723 0.201093718147073 1
386 421 0.849217824257217 1
733 747 0.926606653565391 1
1430 1226 0.0359848535934487 0.449810669918108
523 518 0.977133144090376 1
679 654 0.889423378108449 1
353 322 0.762343717152994 1
1412 1108 0.45724784826038 1
392 346 0.714507170295184 1
982 1091 0.749397829621961 1
339 290 0.745797464941701 1
723 945 0.524666043563373 1
405 423 0.847989805173981 1
514 624 0.261143901069365 1
1038 866 0.0110496156624656 0.187281621397721
905 849 0.832002098928707 1
422 386 0.743873268337103 1
513 1821 0.00196671087232074 0.0427545841808856
870 746 0.661034278605137 1
453 461 0.970527060172909 1
641 696 0.750778600313485 1
863 673 0.289080960805301 1
1647 1671 0.974812726081225 1
161 203 0.576479269448439 1
267 272 0.913618291237896 1
784 806 0.881339906228782 1
736 710 0.875432159516067 1
178 204 0.185667182498421 1
590 492 0.715121512909848 1
447 328 0.486580354397844 1
536 539 0.979703741181138 1
467 399 0.423147605569143 1
1688 1644 0.933692912237671 1
762 833 0.818296213629622 1
988 907 0.808635530074464 1
269 275 0.905687772640574 1
311 459 1.81921196498711e-07 1.81921196498711e-05
278 397 0.105818380163183 0.861536125373799
584 769 0.00039853189479123 0.0124541217122259
292 443 0.383586678293291 1
883 895 0.966082989158558 1
788 726 0.532932539019072 1
913 999 0.735993603782118 1
494 502 0.960424414607459 1
825 832 0.973989136064989 1
389 386 0.986100937955773 1
253 257 0.946003396786887 1
217 255 0.68977125521777 1
616 603 0.963959805502423 1
801 1014 0.000539853958129048 0.0158780575920308
442 472 0.640585757636621 1
196 255 0.556075933373982 1
821 777 0.807543915888065 1
566 524 0.755384536375514 1
300 377 0.640505877312318 1
869 766 0.161950356679584 1
506 506 1 1
1041 797 0.367709834373191 1
274 342 0.478681578207018 1
425 417 0.963449467030932 1
860 892 0.928392873474219 1
275 257 0.884789517005507 1
362 350 0.819709988222631 1
986 1154 0.72099371734353 1
