"","eh1","eh2","p.val","adj.pval"
"654",429,361,0.458053177770722,0.99590037707584
"655",923,804,0.601709753027609,0.99590037707584
"656",804,774,0.536694562354522,0.99590037707584
"657",185,194,0.719553970960445,1
"658",439,460,0.804816644994253,1
"659",1141,975,0.529688856290515,0.99590037707584
"660",387,510,0.200548184414938,0.99590037707584
"661",403,343,0.624647719920049,1
"662",730,637,0.325322158304575,0.99590037707584
"663",622,825,0.194974910179995,0.99590037707584
"664",270,309,0.599203026900154,0.99590037707584
"665",1318,1269,0.883685881870282,1
"666",800,796,0.990332051882592,1
"667",1271,1227,0.471952035582989,0.99590037707584
"668",722,341,0.0310761332054674,0.971129162670856
"669",281,262,0.503490020447289,0.99590037707584
"670",397,427,0.312803787253489,0.99590037707584
"671",272,787,0.00457488186386193,0.571860232982742
"672",992,1194,0.192812496666306,0.99590037707584
"673",227,287,0.392803421157337,0.99590037707584
"674",287,272,0.824048195957772,1
"675",889,843,0.705424279788479,1
"676",285,297,0.876166869611148,1
"677",387,364,0.820973822068722,1
"678",390,590,0.0533254236919646,0.99590037707584
"679",631,655,0.912377665265726,1
"680",853,803,0.503445646243259,0.99590037707584
"681",763,689,0.069597454025097,0.99590037707584
"682",386,351,0.38733052661487,0.99590037707584
"683",593,784,0.198702290371225,0.99590037707584
"684",263,308,0.0921372736460653,0.99590037707584
"685",386,217,0.0344141742252402,0.983262120721148
"686",613,660,0.713716708022067,1
"687",745,555,0.318317670565549,0.99590037707584
"688",648,659,0.836306510972838,1
"689",1927,1759,0.544444267270589,0.99590037707584
"690",766,736,0.61050912227253,0.99590037707584
"691",689,646,0.577496976166562,0.99590037707584
"692",520,531,0.867619543533725,1
"693",423,276,0.0999824064896643,0.99590037707584
"694",394,574,0.0293809632996868,0.952869696432698
"695",304,309,0.966203466578423,1
"696",838,814,0.599728713441819,0.99590037707584
"697",746,769,0.819071369717273,1
"698",609,616,0.898732551863181,1
"699",524,532,0.898292625920543,1
"700",923,918,0.962526493038075,1
"701",1358,1344,0.821565176801715,1
"702",516,557,0.579915561936031,0.99590037707584
"703",1802,1837,0.896921063971815,1
"704",185,238,0.167458395417642,0.99590037707584
"705",228,338,0.134784879173962,0.99590037707584
"706",810,826,0.71088087287318,1
"707",737,776,0.331695760771012,0.99590037707584
"708",397,372,0.555496190933523,0.99590037707584
"709",496,326,0.130610108268559,0.99590037707584
"710",378,354,0.78280895675886,1
"711",710,644,0.223519178338004,0.99590037707584
"712",647,699,0.511489485126921,0.99590037707584
"713",603,595,0.970558971369596,1
"714",238,242,0.897060169035493,1
"715",1009,1027,0.753267877422757,1
"716",273,395,0.170441486989299,0.99590037707584
"717",276,310,0.353803454795136,0.99590037707584
"718",857,836,0.792115771358301,1
"719",252,387,0.0594694147206924,0.99590037707584
"720",462,544,0.636676312134413,1
"721",324,466,0.307765739087279,0.99590037707584
"722",740,699,0.598451317408436,0.99590037707584
"723",1050,892,0.33995595721924,0.99590037707584
"724",589,497,0.456168263998963,0.99590037707584
"725",380,358,0.857744540907081,1
"726",290,439,0.17034343558668,0.99590037707584
"727",280,263,0.752633035530877,1
"728",971,963,0.914482749003979,1
"729",188,130,0.130205189361507,0.99590037707584
"730",252,282,0.216481277007085,0.99590037707584
"731",136,157,0.613539141030913,0.99590037707584
"732",548,454,0.470908686838663,0.99590037707584
"733",325,332,0.944290187809479,1
"734",794,947,0.404410962512276,0.99590037707584
"735",415,389,0.847498089789752,1
"736",510,419,0.499724164202995,0.99590037707584
"737",546,583,0.303741213579451,0.99590037707584
"738",317,334,0.742039157319121,1
"739",615,475,0.436752819543138,0.99590037707584
"740",91,92,0.999936657516334,1
"741",467,486,0.903504926159581,1
"742",278,288,0.730739328931542,1
"743",123,112,0.585639674556579,0.99590037707584
"744",693,566,0.290639735018059,0.99590037707584
"745",510,471,0.58494161100175,0.99590037707584
"746",787,881,0.484945300162847,0.99590037707584
"747",315,277,0.177160264350491,0.99590037707584
"748",1148,1268,0.515003697757344,0.99590037707584
"749",458,429,0.520247062677242,0.99590037707584
"750",2396,1904,0.383294166046562,0.99590037707584
"751",334,331,0.983191481096026,1
"752",394,366,0.591701858236761,0.99590037707584
"753",263,248,0.657592543294605,1
"754",1222,1378,0.615844545409892,0.99590037707584
"755",355,581,0.128844716343875,0.99590037707584
"756",1112,1107,0.963082850862458,1
"757",842,697,0.464249187010779,0.99590037707584
"758",457,428,0.352496631861118,0.99590037707584
"759",305,422,0.224365238787188,0.99590037707584
"760",759,704,0.747069461066344,1
"761",674,754,0.63681531752965,1
"762",369,291,0.359670070834585,0.99590037707584
"763",565,396,0.0821991059999951,0.99590037707584
"764",668,619,0.293919811157325,0.99590037707584
"765",335,341,0.905532740203604,1
"766",119,113,0.811088158311965,1
"767",736,679,0.67760643439825,1
"768",283,270,0.836901093453017,1
"769",505,413,0.509391496832942,0.99590037707584
"770",961,1363,0.0879333124383996,0.99590037707584
"771",554,566,0.749392815758046,1
"772",373,390,0.901740776757146,1
"773",604,528,0.633258653829671,1
"774",595,531,0.418973493937943,0.99590037707584
"775",967,874,0.130607297049272,0.99590037707584
"776",569,674,0.291170845813501,0.99590037707584
"777",568,647,0.493146989877972,0.99590037707584
"778",198,206,0.846512196217049,1
"779",552,618,0.746274617879356,1
"780",778,803,0.835709457326724,1
"781",555,546,0.963415254968489,1
"782",96,184,0.0736204346040094,0.99590037707584
"783",659,609,0.346693278838749,0.99590037707584
"784",724,655,0.406572222681766,0.99590037707584
"785",338,280,0.53349382158755,0.99590037707584
"786",767,937,0.232774153601092,0.99590037707584
"787",450,501,0.337454509085749,0.99590037707584
"788",1738,1399,0.328944614246883,0.99590037707584
"789",489,507,0.865766845123944,1
"790",232,190,0.386832990758509,0.99590037707584
"791",633,590,0.83141860959738,1
"792",383,369,0.790944165611284,1
"793",698,848,0.516614002998585,0.99590037707584
"794",697,709,0.956124183654155,1
"795",433,334,0.121408032894045,0.99590037707584
"796",1782,2372,0.104013572774174,0.99590037707584
"797",686,630,0.807870978305934,1
"798",486,518,0.496504428538584,0.99590037707584
"799",278,238,0.464766280938232,0.99590037707584
"800",419,430,0.907515172885653,1
"801",761,781,0.645732067016032,1
"802",907,1544,0.0106553448793771,0.736657485303947
"803",542,572,0.687389274726696,1
"804",253,314,0.336913599071745,0.99590037707584
"805",152,198,0.464737319090129,0.99590037707584
"806",93,167,0.0943979030443588,0.99590037707584
"807",762,855,0.736831098588856,1
"808",477,375,0.286769178810147,0.99590037707584
"809",547,542,0.922493984571521,1
"810",340,269,0.431529895561483,0.99590037707584
"811",508,642,0.507513907522614,0.99590037707584
"812",361,369,0.914428550748689,1
"813",709,795,0.373528396444592,0.99590037707584
"814",396,426,0.317867256708971,0.99590037707584
"815",925,848,0.615307759247876,0.99590037707584
"816",448,615,0.372504890423956,0.99590037707584
"817",343,319,0.583656293453867,0.99590037707584
"818",529,466,0.679268964171264,1
"819",831,541,0.145229228924215,0.99590037707584
"820",351,378,0.823736327672326,1
"821",393,401,0.955160900555015,1
"822",177,156,0.662303385840753,1
"823",722,774,0.284912504136119,0.99590037707584
"824",1158,1256,0.305887757577255,0.99590037707584
"825",416,240,0.0161728957807702,0.870428348091007
"826",688,763,0.644623617872882,1
"827",541,455,0.348349698316369,0.99590037707584
"828",207,206,0.999936657516334,1
"829",405,453,0.700001436197955,1
"830",400,455,0.34027350372679,0.99590037707584
"831",438,493,0.518656487055597,0.99590037707584
"832",384,388,0.957080159972536,1
"833",968,1049,0.293122047817485,0.99590037707584
"834",996,1698,0.100700849160151,0.99590037707584
"835",556,351,0.0893106507371431,0.99590037707584
"836",2100,1591,0.404595030032707,0.99590037707584
"837",535,584,0.152573065681358,0.99590037707584
"838",1619,1385,0.499722530949093,0.99590037707584
"839",496,434,0.583335001229176,0.99590037707584
"840",639,777,0.549207508911141,0.99590037707584
"841",314,323,0.770116534092888,1
"842",522,516,0.886487540085456,1
"843",443,491,0.463805597322179,0.99590037707584
"844",435,480,0.271732814154312,0.99590037707584
"845",443,449,0.878422741672009,1
"846",387,380,0.851049623754544,1
"847",372,585,0.0819810996232052,0.99590037707584
"848",457,464,0.886425236581496,1
"849",928,963,0.848554419104977,1
"850",1279,1223,0.460961869307224,0.99590037707584
"851",839,834,0.922460538613747,1
"852",709,698,0.956390983159297,1
"853",418,414,0.917358252058655,1
"854",346,295,0.597891466166035,0.99590037707584
"855",249,264,0.688322675107754,1
"856",272,212,0.453195820245987,0.99590037707584
"857",700,595,0.527290726588879,0.99590037707584
"858",506,396,0.0342769428129641,0.983262120721148
"859",155,178,0.286490554278452,0.99590037707584
"860",499,523,0.507297602134156,0.99590037707584
"861",1326,1391,0.678177926295981,1
"862",455,357,0.326630306153881,0.99590037707584
"863",755,858,0.52306696576604,0.99590037707584
"864",590,567,0.683774872421622,1
"865",272,293,0.699197877842715,1
"866",1146,1046,0.173942854919874,0.99590037707584
"867",967,844,0.46767605661773,0.99590037707584
"868",749,573,0.271522076512427,0.99590037707584
"869",399,336,0.433141618517578,0.99590037707584
"870",392,383,0.811549509695993,1
"871",575,450,0.30066654989521,0.99590037707584
"872",1192,1083,0.643617443707332,1
"873",729,874,0.5523996692112,0.99590037707584
"874",169,188,0.386297878933872,0.99590037707584
"875",144,155,0.749690441236947,1
"876",315,460,0.187121018180762,0.99590037707584
"877",425,404,0.820155418207649,1
"878",185,212,0.593000054758929,0.99590037707584
"879",485,537,0.166449459110212,0.99590037707584
"880",567,402,0.239382761214785,0.99590037707584
"881",629,608,0.847039921031058,1
"882",213,233,0.368511711699476,0.99590037707584
"883",363,320,0.376947559084721,0.99590037707584
"884",108,91,0.584337870851123,0.99590037707584
"885",249,254,0.946342555179074,1
"886",805,1274,0.0938410759245833,0.99590037707584
"887",520,651,0.232102236360555,0.99590037707584
"888",345,392,0.719693047364348,1
"889",503,525,0.764556433701005,1
"890",341,286,0.534249078264152,0.99590037707584
"891",294,318,0.552100600726125,0.99590037707584
"892",598,626,0.752102515025247,1
"893",329,426,0.389576705128174,0.99590037707584
"894",181,181,1,1
"895",583,768,0.0841955394064655,0.99590037707584
"896",603,312,0.0667482527413476,0.99590037707584
"897",581,545,0.647548427111385,1
"898",786,1026,0.240424676392578,0.99590037707584
"899",246,210,0.524970189588056,0.99590037707584
"900",636,581,0.780709827431658,1
"901",180,220,0.065967060988353,0.99590037707584
"902",760,839,0.235875739869464,0.99590037707584
"903",639,585,0.719228240359132,1
"904",291,261,0.344262976797868,0.99590037707584
"905",741,499,0.104183739578432,0.99590037707584
"906",591,739,0.378339476700272,0.99590037707584
"907",198,134,0.174849002647171,0.99590037707584
"908",2065,1803,0.693516629308745,1
"909",478,457,0.886110382600214,1
"910",646,507,0.419231277174887,0.99590037707584
"911",1044,1228,0.079414202774922,0.99590037707584
"912",651,622,0.878388846503245,1
"913",239,321,0.337947520233825,0.99590037707584
"914",1095,1092,0.96974414777331,1
"915",403,376,0.804499720573348,1
"916",927,1185,0.135071717140384,0.99590037707584
"917",261,181,0.206520953710613,0.99590037707584
"918",248,325,0.0623919251435889,0.99590037707584
"919",620,516,0.385407401930541,0.99590037707584
"920",331,541,0.127998047865923,0.99590037707584
"921",227,256,0.337289356840267,0.99590037707584
"922",108,185,0.128529751700642,0.99590037707584
"923",315,364,0.27147857280166,0.99590037707584
"924",180,239,0.431096759779932,0.99590037707584
"925",492,593,0.454879614723064,0.99590037707584
"926",366,341,0.667378313857899,1
"927",253,196,0.439710052817477,0.99590037707584
"928",167,197,0.465190820475392,0.99590037707584
"929",870,907,0.809274928680811,1
"930",773,708,0.793672012596829,1
"931",579,600,0.838245155648098,1
"932",383,351,0.633444528737972,1
"933",377,398,0.477172276275442,0.99590037707584
"934",791,1392,0.0030435065107317,0.434786644390243
"935",1339,1219,0.655948028243509,1
"936",788,726,0.760805464921298,1
"937",916,723,0.0808714592616555,0.99590037707584
"938",386,421,0.386578199716537,0.99590037707584
"939",733,747,0.939041458356822,1
"940",1430,1226,0.622955814737242,1
"941",523,518,0.97328928210593,1
"942",679,654,0.529318888652047,0.99590037707584
"943",353,322,0.474547730492143,0.99590037707584
"944",1412,1108,0.245307513615725,0.99590037707584
"945",392,346,0.713081498719048,1
"946",982,1091,0.676091427110003,1
"947",339,290,0.528222508450215,0.99590037707584
"948",723,945,0.288475364330046,0.99590037707584
"949",405,423,0.68885966178172,1
"950",514,624,0.547574631922917,0.99590037707584
"951",1038,866,0.169010203266843,0.99590037707584
"952",905,849,0.803881842954343,1
"953",422,386,0.751045108021786,1
"954",513,1821,0.00156296661502207,0.434786644390243
"955",870,746,0.646896343258172,1
"956",453,461,0.836272852577441,1
"957",641,696,0.699595226932265,1
"958",863,673,0.279520139205495,0.99590037707584
"959",1647,1671,0.709526181472128,1
"960",161,203,0.491180606692157,0.99590037707584
"961",267,272,0.869147261283691,1
"962",784,806,0.754570468994643,1
"963",736,710,0.85104341635503,1
"964",178,204,0.642069379626494,1
"965",590,492,0.311866221111704,0.99590037707584
"966",447,328,0.197929178010494,0.99590037707584
"967",536,539,0.951879510512555,1
"968",467,399,0.573280716358204,0.99590037707584
"969",1688,1644,0.741501733298324,1
"970",762,833,0.491184357493283,0.99590037707584
"971",988,907,0.107203779425471,0.99590037707584
"972",269,275,0.870765256631138,1
"973",311,459,0.0961680612815458,0.99590037707584
"974",278,397,0.142303667320954,0.99590037707584
"975",584,769,0.335323915489534,0.99590037707584
"976",292,443,0.110198219721016,0.99590037707584
"977",883,895,0.801673748913969,1
"978",788,726,0.800949624765881,1
"979",913,999,0.734736885210982,1
"980",494,502,0.93220229132928,1
"981",825,832,0.949350380408383,1
"982",389,386,0.951159516572304,1
"983",253,257,0.97110548603869,1
"984",217,255,0.310292477820344,0.99590037707584
"985",616,603,0.916096971299107,1
"986",801,1014,0.31229953432953,0.99590037707584
"987",442,472,0.842015310085289,1
"988",196,255,0.312602093850878,0.99590037707584
"989",821,777,0.858017527006709,1
"990",566,524,0.680252455276645,1
"991",300,377,0.227171887258788,0.99590037707584
"992",869,766,0.415972584652846,0.99590037707584
"993",506,506,1,1
"994",1041,797,0.382692041627594,0.99590037707584
"995",274,342,0.11469154582611,0.99590037707584
"996",425,417,0.943126824829275,1
"997",860,892,0.47781620486176,0.99590037707584
"998",275,257,0.462286300729187,0.99590037707584
"999",362,350,0.778582138987067,1
"1000",986,1154,0.645260708678216,1
